Date,equity_curve
2013-11-05,1.0
2013-11-06,1.0
2013-11-07,1.0
2013-11-08,1.0
2013-11-11,1.0
2013-11-12,1.0
2013-11-13,1.0
2013-11-14,1.0
2013-11-15,1.0
2013-11-18,1.0
2013-11-19,1.0
2013-11-20,1.0
2013-11-21,1.0
2013-11-22,1.0
2013-11-25,1.0
2013-11-26,1.0
2013-11-27,1.0
2013-11-29,1.0
2013-12-02,1.0
2013-12-03,1.0
2013-12-04,1.0
2013-12-05,1.0
2013-12-06,1.0
2013-12-09,1.0
2013-12-10,1.0
2013-12-11,1.0
2013-12-12,1.0
2013-12-13,1.0
2013-12-16,1.0
2013-12-17,1.0
2013-12-18,1.0
2013-12-19,1.0
2013-12-20,1.0
2013-12-23,1.0
2013-12-24,1.0
2013-12-26,1.0
2013-12-27,1.0
2013-12-30,1.0
2013-12-31,1.0
2014-01-02,1.0
2014-01-03,0.9923939944844792
2014-01-06,0.9892753200320922
2014-01-07,0.9966935680845669
2014-01-08,1.0013932814597628
2014-01-09,1.006105463909005
2014-01-10,0.9986538465094272
2014-01-13,0.993106713770283
2014-01-14,0.9994870242190527
2014-01-15,1.0024646978319658
2014-01-16,1.0005083927534366
2014-01-17,1.0025657662340868
2014-01-21,1.0063994382520758
2014-01-22,1.0099159354811555
2014-01-23,1.0064399710404408
2014-01-24,1.0034148379287988
2014-01-27,1.0052721493170478
2014-01-28,1.007723961551611
2014-01-29,1.0081165133132894
2014-01-30,1.008220825866698
2014-01-31,1.0025024837062306
2014-02-03,0.9935630679140969
2014-02-04,0.9784260502431312
2014-02-05,0.9726439544798211
2014-02-06,0.9771029967228381
2014-02-07,0.9745381676137801
2014-02-10,0.9718886160848564
2014-02-11,0.9698396379723854
2014-02-12,0.9663838192720292
2014-02-13,0.9659063964768223
2014-02-14,0.9567082551196375
2014-02-18,0.9439068303474194
2014-02-19,0.9422472868993972
2014-02-20,0.9385628260886731
2014-02-21,0.9426768850975075
2014-02-24,0.9340496493511514
2014-02-25,0.931990486235325
2014-02-26,0.9412177853787271
2014-02-27,0.9450707861626153
2014-02-28,0.9416517120785897
2014-03-03,0.9218227258799814
2014-03-04,0.9219296335838257
2014-03-05,0.9196779862626943
2014-03-06,0.9106120348416458
2014-03-07,0.9184176188619938
2014-03-10,0.923234048964247
2014-03-11,0.9188005289825794
2014-03-12,0.9123644264085853
2014-03-13,0.9114103248436807
2014-03-14,0.9094854463272384
2014-03-17,0.9114750839803273
2014-03-18,0.9125752351500449
2014-03-19,0.9180321157098988
2014-03-20,0.9212659038930493
2014-03-21,0.9202282875074381
2014-03-24,0.9193345636289044
2014-03-25,0.9179702024782812
2014-03-26,0.9184351330101164
2014-03-27,0.9143623363424641
2014-03-28,0.9180469354066777
2014-03-31,0.915288981864686
2014-04-01,0.9137706604232153
2014-04-02,0.9156344753425792
2014-04-03,0.9148962285474519
2014-04-04,0.9107750720789074
2014-04-07,0.9118562675795373
2014-04-08,0.9053868274641832
2014-04-09,0.9093699353069846
2014-04-10,0.9083840782733323
2014-04-11,0.9102301738760911
2014-04-14,0.9075205015046902
2014-04-15,0.9093451761931327
2014-04-16,0.9129770865015601
2014-04-17,0.9146761697088367
2014-04-21,0.9182484631428872
2014-04-22,0.9148836690520742
2014-04-23,0.9166420666214471
2014-04-24,0.9145602519084812
2014-04-25,0.9123710496020594
2014-04-28,0.9141079962698828
2014-04-29,0.9112492244695705
2014-04-30,0.9126118218295907
2014-05-01,0.9159863973288395
2014-05-02,0.9159683579667454
2014-05-05,0.9150826457886998
2014-05-06,0.910282878034945
2014-05-07,0.9116889865996265
2014-05-08,0.9087073734388129
2014-05-09,0.9116535521345132
2014-05-12,0.9139793001590995
2014-05-13,0.9127634635469151
2014-05-14,0.9103381708995444
2014-05-15,0.9104144979246078
2014-05-16,0.910966011752898
2014-05-19,0.9143273691538495
2014-05-20,0.916109973104671
2014-05-21,0.9183078234820452
2014-05-22,0.9182914732950213
2014-05-23,0.915764158059114
2014-05-27,0.9158673243304525
2014-05-28,0.9120412384119612
2014-05-29,0.9124407296938825
2014-05-30,0.9140432991102303
2014-06-02,0.9172873208961153
2014-06-03,0.9191152514074843
2014-06-04,0.9210039115070106
2014-06-05,0.9243158556970305
2014-06-06,0.9222150612901658
2014-06-09,0.9226466458291079
2014-06-10,0.9208692382290836
2014-06-11,0.9222198299112769
2014-06-12,0.9217289889903906
2014-06-13,0.9216821575662151
2014-06-16,0.9233991500246844
2014-06-17,0.921491631414035
2014-06-18,0.9227217694726539
2014-06-19,0.9085074876433908
2014-06-20,0.9059277932758324
2014-06-23,0.906652579836994
2014-06-24,0.9083391210778469
2014-06-25,0.9068919925874204
2014-06-26,0.9066621650590246
2014-06-27,0.9047812056007717
2014-06-30,0.9105483992518912
2014-07-01,0.9081798822459001
2014-07-02,0.9076866538828737
2014-07-03,0.9066084027741916
2014-07-07,0.9102691129000671
2014-07-08,0.9101988066427957
2014-07-09,0.9116476370734575
2014-07-10,0.9088072414123676
2014-07-11,0.9146613650197924
2014-07-14,0.9147429045101861
2014-07-15,0.9173267959341999
2014-07-16,0.9166068644057617
2014-07-17,0.9122182374394601
2014-07-18,0.9165324969955588
2014-07-21,0.9164012119750767
2014-07-22,0.9182994092850939
2014-07-23,0.917933807856118
2014-07-24,0.919365747179178
2014-07-25,0.9202295094250512
2014-07-28,0.9194051226129185
2014-07-29,0.9232505904918799
2014-07-30,0.9243942097837101
2014-07-31,0.9246276719265866
2014-08-01,0.925902732452082
2014-08-04,0.9247891617287587
2014-08-05,0.9255311990438889
2014-08-06,0.9205223930226265
2014-08-07,0.9194203165541821
2014-08-08,0.9235320736811455
2014-08-11,0.9235499110167541
2014-08-12,0.9243805844721061
2014-08-13,0.9246211796989602
2014-08-14,0.9269407214064219
2014-08-15,0.9266626835463961
2014-08-18,0.9303334603159847
2014-08-19,0.9310706498625265
2014-08-20,0.9333120562130997
2014-08-21,0.9340030151169981
2014-08-22,0.9333239578659788
2014-08-25,0.9367413184852985
2014-08-26,0.9358579237504061
2014-08-27,0.934826032699382
2014-08-28,0.9320901615416065
2014-08-29,0.9336479341898916
2014-09-02,0.9396945269140122
2014-09-03,0.9425101300316683
2014-09-04,0.941815422686455
2014-09-05,0.9375952547279225
2014-09-08,0.9428816626559322
2014-09-09,0.9415058726619064
2014-09-10,0.9437841563326431
2014-09-11,0.9516869393205705
2014-09-12,0.9538544102339633
2014-09-15,0.9504329436288719
2014-09-16,0.9491657642559155
2014-09-17,0.9546740276749784
2014-09-18,0.957443706512754
2014-09-19,0.9684059218693982
2014-09-22,0.9732918613948991
2014-09-23,0.9755076755790512
2014-09-24,0.9727899637079056
2014-09-25,0.9753575216727264
2014-09-26,0.9765577566330816
2014-09-29,0.9762380907177917
2014-09-30,0.9845619323196235
2014-10-01,0.9841506935084424
2014-10-02,0.9805793431273298
2014-10-03,0.9892398962295791
2014-10-06,0.9772668525596343
2014-10-07,0.9740306850526157
2014-10-08,0.9728008527259268
2014-10-09,0.9754752198922062
2014-10-10,0.9782030031005675
2014-10-13,0.971443939722817
2014-10-14,0.9732811465966913
2014-10-15,0.9712023786977662
2014-10-16,0.9692770368109672
2014-10-17,0.9741462856199484
2014-10-20,0.9741109054240651
2014-10-21,0.9708179585041449
2014-10-22,0.9741613698495594
2014-10-23,0.9726503979315173
2014-10-24,0.9754509372721212
2014-10-27,0.9725455856579641
2014-10-28,0.9693254065747369
2014-10-29,0.9688907300720715
2014-10-30,0.9749154285066463
2014-10-31,0.9861848995759462
2014-11-03,0.9907668533263208
2014-11-04,0.9949848222958244
2014-11-05,1.0021689089146928
2014-11-06,1.004315882859144
2014-11-07,1.0026333496101285
2014-11-10,1.0030103667543682
2014-11-11,0.9985077882737322
2014-11-12,0.9949657074463173
2014-11-13,0.9929255449273512
2014-11-14,0.9855918707696725
2014-11-17,0.9906558501885929
2014-11-18,0.991553726106835
2014-11-19,0.9977933632700161
2014-11-20,0.9937750335106363
2014-11-21,0.9947719854452451
2014-11-24,0.9974843814549054
2014-11-25,0.9927315680775138
2014-11-26,0.9920910024661291
2014-11-28,1.0034207895869327
2014-12-01,0.9846865578533235
2014-12-02,0.9912344724078588
2014-12-03,0.9969214422366579
2014-12-04,0.9928468635019104
2014-12-05,0.9955433983857696
2014-12-08,0.9939627402011841
2014-12-09,0.9882480601883228
2014-12-10,0.9832775984622789
2014-12-11,0.9832443493471534
2014-12-12,0.9764293851155587
2014-12-15,0.974688392767281
2014-12-16,0.9714821562538246
2014-12-17,0.9800014563633437
2014-12-18,0.98157764471099
2014-12-19,0.9884377870878828
2014-12-22,0.9920245857047636
2014-12-23,0.9906649741296489
2014-12-24,0.9946819649363196
2014-12-26,0.9922955891155434
2014-12-29,0.995926305905403
2014-12-30,0.9954005783793665
2014-12-31,1.002886201877145
2015-01-02,1.0113126792414542
2015-01-05,1.0190779740382674
2015-01-06,1.0254120674312743
2015-01-07,1.0301018270433207
2015-01-08,1.0316044913398121
2015-01-09,1.0289832024806367
2015-01-12,1.0317875987865792
2015-01-13,1.0335651351451445
2015-01-14,1.0311239714433715
2015-01-15,0.9939127553642885
2015-01-16,0.9879495759294354
2015-01-20,0.9984060895188227
2015-01-21,0.9895669795748022
2015-01-22,1.0022734173191201
2015-01-23,1.010250698529785
2015-01-26,1.0143033656751055
2015-01-27,1.0086124082630907
2015-01-28,1.017196702719783
2015-01-29,1.021976317534578
2015-01-30,1.019495146978103
2015-02-02,1.0217887475634317
2015-02-03,1.0099190807881246
2015-02-04,1.0148401220108165
2015-02-05,1.0090389227838268
2015-02-06,1.0138580286089538
2015-02-09,1.0126112753114136
2015-02-10,1.0126510503780919
2015-02-11,1.0144045613303336
2015-02-12,1.005895524286081
2015-02-13,1.0037097834998365
2015-02-17,1.003017491500556
2015-02-18,1.0027607999862251
2015-02-19,1.0044143444182811
2015-02-20,1.0037169517276239
2015-02-23,1.006639396489304
2015-02-24,1.0094688026752259
2015-02-25,1.006256935386655
2015-02-26,1.0169483513337476
2015-02-27,1.0175900690766972
2015-03-02,1.0170847115000892
2015-03-03,1.0142052283291743
2015-03-04,1.0138311068930839
2015-03-05,1.0164602973374346
2015-03-06,1.0214434309355571
2015-03-09,1.023917844495548
2015-03-10,1.0286290931592192
2015-03-11,1.0348266215696125
2015-03-12,1.0365084596499752
2015-03-13,1.0433752234544706
2015-03-16,1.0403675882836543
2015-03-17,1.0407016712714006
2015-03-18,1.031627342775833
2015-03-19,1.0426554978111162
2015-03-20,1.0351271009786225
2015-03-23,1.0317095118557078
2015-03-24,1.035528020255039
2015-03-25,1.0321914119526183
2015-03-26,1.0296230553267989
2015-03-27,1.0355811993721855
2015-03-30,1.0420034279004002
2015-03-31,1.0431814483765496
2015-04-01,1.0434156180444931
2015-04-02,1.037892926079296
2015-04-06,1.0355633645503215
2015-04-07,1.0391567590476058
2015-04-08,1.0424903514135628
2015-04-09,1.045506833857461
2015-04-10,1.04446473838588
2015-04-13,1.0513027411338813
2015-04-14,1.0463724050559005
2015-04-15,1.0440558773951227
2015-04-16,1.0376996276083812
2015-04-17,1.0386046237310476
2015-04-20,1.0415222810324773
2015-04-21,1.0433984783014163
2015-04-22,1.0421944553715032
2015-04-23,1.0363779191497235
2015-04-24,1.0357319063688624
2015-04-27,1.0394088770379728
2015-04-28,1.0314435037937746
2015-04-29,1.0241689796390434
2015-04-30,1.026787379699587
2015-05-01,1.0333011026460417
2015-05-04,1.0336045504001912
2015-05-05,1.0270472181884551
2015-05-06,1.0192885168860335
2015-05-07,1.025276660456687
2015-05-08,1.0239297442881488
2015-05-11,1.020510088534931
2015-05-12,1.0147822324614098
2015-05-13,1.0086438819779178
2015-05-14,1.0075644018504715
2015-05-15,1.0112340901089403
2015-05-18,1.0142836032749931
2015-05-19,1.0222267354447605
2015-05-20,1.0249380697902846
2015-05-21,1.023401409197493
2015-05-22,1.0313388134385242
2015-05-26,1.0445656747225602
2015-05-27,1.0479076420711755
2015-05-28,1.04851603409456
2015-05-29,1.048089369617209
2015-06-01,1.0493444191609598
2015-06-02,1.0335998227444487
2015-06-03,1.0335851424560376
2015-06-04,1.0338002698988187
2015-06-05,1.0400982435905106
2015-06-08,1.0264844458279985
2015-06-09,1.018706075026077
2015-06-10,1.011585345021906
2015-06-11,1.0239876551259839
2015-06-12,1.027166676841941
2015-06-15,1.0266041974121365
2015-06-16,1.027002171982263
2015-06-17,1.0253445369272058
2015-06-18,1.0258172767497085
2015-06-19,1.0279109759250786
2015-06-22,1.025272157739494
2015-06-23,1.0257845083076327
2015-06-24,1.0257206681501754
2015-06-25,1.0199452677101892
2015-06-26,1.0178312691800537
2015-06-29,1.0129165906878796
2015-06-30,1.0013288434388057
2015-07-01,1.0125691601376534
2015-07-02,1.0137287553326102
2015-07-06,1.0202378391362616
2015-07-07,1.0232933519324856
2015-07-08,1.0211512154535813
2015-07-09,1.0206265440190125
2015-07-10,1.0193035820832563
2015-07-13,1.0235580317834296
2015-07-14,1.0223162959617171
2015-07-15,1.03083312961434
2015-07-16,1.0363253374556067
2015-07-17,1.037975491447899
2015-07-20,1.0408982225271148
2015-07-21,1.0368910348155445
2015-07-22,1.0421760199473742
2015-07-23,1.0416400270608543
2015-07-24,1.044160748647029
2015-07-27,1.044110699950752
2015-07-28,1.040919474654828
2015-07-29,1.0433137602725187
2015-07-30,1.047143339261025
2015-07-31,1.0509630595133028
2015-08-03,1.0558285677015211
2015-08-04,1.0543087278569596
2015-08-05,1.056814533040937
2015-08-06,1.0549916887073232
2015-08-07,1.0535958321755718
2015-08-10,1.0492207611962145
2015-08-11,1.0561745893398007
2015-08-12,1.0449338434050939
2015-08-13,1.0480136055288352
2015-08-14,1.0492693309767174
2015-08-17,1.0514327842436355
2015-08-18,1.051680603012425
2015-08-19,1.0518956831106745
2015-08-20,1.0491126024961115
2015-08-21,1.04462332123973
2015-08-24,1.0379508703227178
2015-08-25,1.0424487237666438
2015-08-26,1.0484114384555085
2015-08-27,1.048110052316359
2015-08-28,1.0476797345440745
2015-08-31,1.0436410466111161
2015-09-01,1.0450003714054743
2015-09-02,1.045834769586363
2015-09-03,1.0473161668171524
2015-09-04,1.050092948863698
2015-09-08,1.0436363462237
2015-09-09,1.0476562428824197
2015-09-10,1.0433383762025883
2015-09-11,1.0436090152820088
2015-09-14,1.0413486970662844
2015-09-15,1.0383491407462506
2015-09-16,1.0343724055099757
2015-09-17,1.0380568276352835
2015-09-18,1.04425087293612
2015-09-21,1.0438086297329785
2015-09-22,1.0476693280480907
2015-09-23,1.0523195441589377
2015-09-24,1.049092389223744
2015-09-25,1.0453411406013888
2015-09-28,1.0498601777570125
2015-09-29,1.0507932420532897
2015-09-30,1.051154811673368
2015-10-01,1.0490424795967388
2015-10-02,1.0469853920749135
2015-10-05,1.0413356164979435
2015-10-06,1.0335629550009677
2015-10-07,1.0338468300255976
2015-10-08,1.0279953045962362
2015-10-09,1.0228762072181263
2015-10-12,1.0254894198521567
2015-10-13,1.0287378417157853
2015-10-14,1.0248424880570957
2015-10-15,1.024965929926824
2015-10-16,1.0297129751738017
2015-10-19,1.0348221196463838
2015-10-20,1.0308244527188373
2015-10-21,1.0396392476111702
2015-10-22,1.0417404811894957
2015-10-23,1.0472979401708113
2015-10-26,1.050215633960608
2015-10-27,1.0544659902587183
2015-10-28,1.0519643595130326
2015-10-29,1.05270194147506
2015-10-30,1.0448138903308697
2015-11-02,1.0465140938757218
2015-11-03,1.039765817991702
2015-11-04,1.0469572448178344
2015-11-05,1.0467012978829118
2015-11-06,1.0529256050998097
2015-11-09,1.0579942155837743
2015-11-10,1.0599351898647777
2015-11-11,1.0581841768772926
2015-11-12,1.0559841255955627
2015-11-13,1.0603999416589045
2015-11-16,1.0623124620200264
2015-11-17,1.0625077433188452
2015-11-18,1.0640714372816737
2015-11-19,1.0612391830898809
2015-11-20,1.0634241330883547
2015-11-23,1.063175165828536
2015-11-24,1.0610587047448432
2015-11-25,1.0601779770980138
2015-11-27,1.0681734207125453
2015-11-30,1.0691288348550565
2015-12-01,1.0642439918634639
2015-12-02,1.0694130495772296
2015-12-03,1.0534850837005652
2015-12-04,1.0584446830172278
2015-12-07,1.0736125792665638
2015-12-08,1.0765680757872664
2015-12-09,1.074378603963309
2015-12-10,1.0774898428384811
2015-12-11,1.0848754182908338
2015-12-14,1.082652951109243
2015-12-15,1.0877237944730165
2015-12-16,1.090741716529862
2015-12-17,1.1038115006695055
2015-12-18,1.1005877417741134
2015-12-21,1.0958606520822578
2015-12-22,1.0942151737325434
2015-12-23,1.0854309635797879
2015-12-24,1.0844289685838864
2015-12-28,1.0823194278515087
2015-12-29,1.0736648660726673
2015-12-30,1.0792848757554034
2015-12-31,1.0760427191980637
2016-01-04,1.0855329544738839
2016-01-05,1.0912832157655659
2016-01-06,1.1005951986301572
2016-01-07,1.098293566094558
2016-01-08,1.0961513274899248
2016-01-11,1.1103072687692828
2016-01-12,1.1103455052032623
2016-01-13,1.1129855141648217
2016-01-14,1.117237123379229
2016-01-15,1.1255550436448438
2016-01-19,1.1273828504240033
2016-01-20,1.1331042258730182
2016-01-21,1.119727162314368
2016-01-22,1.1084497263653865
2016-01-25,1.1156672023234648
2016-01-26,1.105701784302217
2016-01-27,1.1068899732945443
2016-01-28,1.1024578900597912
2016-01-29,1.1009337403697372
2016-02-01,1.1041678486146227
2016-02-02,1.1146342787846262
2016-02-03,1.0999007861278385
2016-02-04,1.1008441148259123
2016-02-05,1.0984179913028527
2016-02-08,1.0964630071493213
2016-02-09,1.1016284483175467
2016-02-10,1.1045966201842294
2016-02-11,1.0954442687031987
2016-02-12,1.0904336241960435
2016-02-16,1.099656878911096
2016-02-17,1.0899761234768075
2016-02-18,1.0890338282124796
2016-02-19,1.0956105847211628
2016-02-22,1.0952993504210025
2016-02-23,1.0945982052629573
2016-02-24,1.0905611846533532
2016-02-25,1.089589077107648
2016-02-26,1.0925606185325867
2016-02-29,1.091172222391006
2016-03-01,1.0876604941236914
2016-03-02,1.0877227819139341
2016-03-03,1.0850268523796855
2016-03-04,1.0750154530524112
2016-03-07,1.0704031167039854
2016-03-08,1.0776003128260403
2016-03-09,1.0690146694380858
2016-03-10,1.0647039701281384
2016-03-11,1.053986564487091
2016-03-14,1.0547695238470687
2016-03-15,1.0602046669834844
2016-03-16,1.0542935889796494
2016-03-17,1.0456661207232367
2016-03-18,1.0485975733558526
2016-03-21,1.0523308409421686
2016-03-22,1.0504854413121927
2016-03-23,1.0620592008128025
2016-03-24,1.0645345918555358
2016-03-28,1.060917616873226
2016-03-29,1.059731524594303
2016-03-30,1.0616185424284237
2016-03-31,1.0660469842074631
2016-04-01,1.0726734751410139
2016-04-04,1.0770547091679323
2016-04-05,1.0822852987797387
2016-04-06,1.0815207356053593
2016-04-07,1.0824451069424421
2016-04-08,1.0758701894191918
2016-04-11,1.0863790760900975
2016-04-12,1.0720480599725215
2016-04-13,1.05876222091563
2016-04-14,1.0613275783018628
2016-04-15,1.0627675810813069
2016-04-18,1.052100535729263
2016-04-19,1.0355114303562867
2016-04-20,1.0181338354642469
2016-04-21,1.0289166300425003
2016-04-22,1.0408343279257837
2016-04-25,1.0364972435630213
2016-04-26,1.0275702336002785
2016-04-27,1.0301170584417136
2016-04-28,1.0363868384979837
2016-04-29,1.0314084367216025
2016-05-02,1.0363187929658093
2016-05-03,1.0525216821412904
2016-05-04,1.0582104837088266
2016-05-05,1.0632557491578776
2016-05-06,1.0637131131456659
2016-05-09,1.0694647928652425
2016-05-10,1.0639533367714817
2016-05-11,1.0611436200277657
2016-05-12,1.0570511951677257
2016-05-13,1.0633471207928238
2016-05-16,1.0588466797379021
2016-05-17,1.0555600042890463
2016-05-18,1.0530073155969242
2016-05-19,1.055860680405417
2016-05-20,1.0597553367267751
2016-05-23,1.0610143492821849
2016-05-24,1.0553512763364021
2016-05-25,1.0454264718419273
2016-05-26,1.0467783769754213
2016-05-27,1.047355638922678
2016-05-31,1.0530885596320732
2016-06-01,1.0511221090601168
2016-06-02,1.0473707246939146
2016-06-03,1.0436566405178305
2016-06-06,1.033401557189239
2016-06-07,1.0339777632547418
2016-06-08,1.028718228618675
2016-06-09,1.0319539895700516
2016-06-10,1.0452082904813114
2016-06-13,1.0478446082110584
2016-06-14,1.050295988406067
2016-06-15,1.0508096350682743
2016-06-16,1.0574195731706235
2016-06-17,1.0451514799068884
2016-06-20,1.0338424073959767
2016-06-21,1.0376773293608867
2016-06-22,1.0417677935547878
2016-06-23,1.0317898546639346
2016-06-24,1.0797720884442137
2016-06-27,1.0937350317590813
2016-06-28,1.0782578655920598
2016-06-29,1.074699145579054
2016-06-30,1.0795051253966514
2016-07-01,1.0817997424106247
2016-07-05,1.114822831746119
2016-07-06,1.1210872823210714
2016-07-07,1.134930526695341
2016-07-08,1.1215087927111775
2016-07-11,1.128089621697855
2016-07-12,1.099413943477166
2016-07-13,1.0985000019260527
2016-07-14,1.0989691262489396
2016-07-15,1.095608835944579
2016-07-18,1.0985609891008064
2016-07-19,1.1118210929049916
2016-07-20,1.120089966419168
2016-07-21,1.1224395012963746
2016-07-22,1.11761101986543
2016-07-25,1.1193440438561544
2016-07-26,1.129210931490692
2016-07-27,1.1368531233041452
2016-07-28,1.1308260718188714
2016-07-29,1.1319931855720582
2016-08-01,1.1457957345224814
2016-08-02,1.1451674357488288
2016-08-03,1.1317167970865634
2016-08-04,1.142955934034297
2016-08-05,1.141152937332263
2016-08-08,1.14011931456732
2016-08-09,1.153578339380571
2016-08-10,1.1593977029821463
2016-08-11,1.1525340022568968
2016-08-12,1.1565939667517962
2016-08-15,1.1512192194406008
2016-08-16,1.141546199309119
2016-08-17,1.1421249928069293
2016-08-18,1.1333008098827382
2016-08-19,1.1323050405487751
2016-08-22,1.1408068604672432
2016-08-23,1.1443401893111136
2016-08-24,1.146020769185749
2016-08-25,1.1457997478271578
2016-08-26,1.1540733508146712
2016-08-29,1.1675973734720588
2016-08-30,1.1739298076674924
2016-08-31,1.1729519698948803
2016-09-01,1.17006527445928
2016-09-02,1.1618275078759455
2016-09-06,1.1697745566977147
2016-09-07,1.1677670757388199
2016-09-08,1.1487523034456466
2016-09-09,1.1453880998169743
2016-09-12,1.1371447770083365
2016-09-13,1.1441882497252356
2016-09-14,1.1456269835461834
2016-09-15,1.1426621316535226
2016-09-16,1.1426625874553507
2016-09-19,1.1449799544331494
2016-09-20,1.142086820157838
2016-09-21,1.1467643709309991
2016-09-22,1.1494893135520572
2016-09-23,1.1540546718386924
2016-09-26,1.1603101368431958
2016-09-27,1.1602505787337236
2016-09-28,1.1586655964015506
2016-09-29,1.158610955346178
2016-09-30,1.1505704701568453
2016-10-03,1.148199536104424
2016-10-04,1.1412965379923965
2016-10-05,1.1288680509521878
2016-10-06,1.1355816560365866
2016-10-07,1.1393620890207883
2016-10-10,1.1284962786888015
2016-10-11,1.1307405221954965
2016-10-12,1.1359309093032204
2016-10-13,1.124068149069497
2016-10-14,1.1209857968848649
2016-10-17,1.1230071418804577
2016-10-18,1.1231292074827839
2016-10-19,1.1250581767074177
2016-10-20,1.1306364243731744
