Date,port_rets_net,port_rets_gross,tc_drag
2016-09-08,-0.016283017982111698,-0.016283017982111698,0.0
2016-09-09,-0.002928571824040266,-0.002928571824040266,0.0
2016-09-12,-0.007196969140813574,-0.007196969140813574,0.0
2016-09-13,0.006193998213164615,0.006193998213164615,0.0
2016-09-14,0.0012574275441941043,0.0012574275441941043,0.0
2016-09-15,-0.002587973166870957,-0.002587973166870957,0.0
2016-09-16,3.988946647789796e-07,3.988946647789796e-07,0.0
2016-09-19,0.002028041351173803,0.002028041351173803,0.0
2016-09-20,-0.002526799062384939,-0.002526799062384939,0.0
2016-09-21,0.004095617505256481,0.004095617505256481,0.0
2016-09-22,0.0023762009791476082,0.0023762009791476082,0.0
2016-09-23,0.0039716404779160785,0.0039716404779160785,0.0
2016-09-26,0.00542042344886221,0.00542042344886221,0.0
2016-09-27,-5.1329474406067296e-05,-5.1329474406067296e-05,0.0
2016-09-28,-0.001366068986496652,-0.001366068986496652,0.0
2016-09-29,-4.715860688555163e-05,-4.715860688555163e-05,0.0
2016-09-30,-0.006939762784247418,-0.006939762784247418,0.0
2016-10-03,-0.0020606595718541914,-0.0020606595718541914,0.0
2016-10-04,-0.00601201959673993,-0.00601201959673993,0.0
2016-10-05,-0.010889796495896765,-0.010889796495896765,0.0
2016-10-06,0.005947200896274617,0.005947200896274617,0.0
2016-10-07,0.0033290719025843864,0.0033290719025843864,0.0
2016-10-10,-0.009536749060454762,-0.009536749060454762,0.0
2016-10-11,0.001988702620537206,0.001988702620537206,0.0
2016-10-12,0.004590254798374044,0.004590254798374044,0.0
2016-10-13,-0.010443205776485021,-0.010443205776485021,0.0
2016-10-14,-0.002742139955823497,-0.002742139955823497,0.0
2016-10-17,0.0018031851975376459,0.0018031851975376459,0.0
2016-10-18,0.00010869530368425072,0.00010869530368425072,0.0
2016-10-19,0.0017174953796785192,0.0017174953796785192,0.0
2016-10-20,0.004958185968730874,0.004958185968730874,0.0
2016-10-21,0.0038031116200570717,0.0038031116200570717,0.0
2016-10-24,0.006919525695852552,0.006919525695852552,0.0
2016-10-25,0.000959016776636576,0.000959016776636576,0.0
2016-10-26,-0.005716222571521497,-0.005716222571521497,0.0
2016-10-27,-0.009730873354676558,-0.009730873354676558,0.0
2016-10-28,-0.0006152011513770833,-0.0006152011513770833,0.0
2016-10-31,0.004616607842279134,0.004616607842279134,0.0
2016-11-01,0.005653724958878436,0.005653724958878436,0.0
2016-11-02,0.002859773669241987,0.002859773669241987,0.0
2016-11-03,-4.875900062360598e-05,-4.875900062360598e-05,0.0
2016-11-04,0.0008984016832139454,0.0008984016832139454,0.0
2016-11-07,-0.00046842248228780975,-0.00046842248228780975,0.0
2016-11-08,0.0003579952589608127,0.0003579952589608127,0.0
2016-11-09,-0.004680325620571551,-0.004680325620571551,0.0
2016-11-10,-0.001852751755393135,-0.001852751755393135,0.0
2016-11-11,0.0018234758021461396,0.0018234758021461396,0.0
2016-11-14,3.991629271257605e-05,3.991629271257605e-05,0.0
2016-11-15,-0.004171535735282984,-0.004171535735282984,0.0
2016-11-16,0.0026290403981098927,0.0026290403981098927,0.0
2016-11-17,-0.003693186967435409,-0.003693186967435409,0.0
2016-11-18,-0.0080337882618909,-0.0080337882618909,0.0
2016-11-21,-0.014058850302918108,-0.014058850302918108,0.0
2016-11-22,0.0037153988225292157,0.0037153988225292157,0.0
2016-11-23,-0.0038256987359655027,-0.0038256987359655027,0.0
2016-11-25,0.0017110437374716625,0.0017110437374716625,0.0
2016-11-28,0.0016911333041654828,0.0016911333041654828,0.0
2016-11-29,0.012803358372723991,0.012803358372723991,0.0
2016-11-30,-0.010437447699665956,-0.010437447699665956,0.0
2016-12-01,-0.002187000500047421,-0.002187000500047421,0.0
2016-12-02,-0.004243806775668785,-0.004243806775668785,0.0
2016-12-05,-0.007577156724088527,-0.007577156724088527,0.0
2016-12-06,-0.0017867063978511213,-0.0017867063978511213,0.0
2016-12-07,0.006305623911147195,0.006305623911147195,0.0
2016-12-08,-0.00233983420286659,-0.00233983420286659,0.0
2016-12-09,-0.0056012632537379954,-0.0056012632537379954,0.0
2016-12-12,-0.005482945721359903,-0.005482945721359903,0.0
2016-12-13,-0.00046878406453651445,-0.00046878406453651445,0.0
2016-12-14,-0.0013648895949153607,-0.0013648895949153607,0.0
2016-12-15,0.00743161196038335,0.00743161196038335,0.0
2016-12-16,-0.004350271283286598,-0.004350271283286598,0.0
2016-12-19,0.0037561151447671882,0.0037561151447671882,0.0
2016-12-20,0.007434359424090476,0.007434359424090476,0.0
2016-12-21,-0.0009517754089909441,-0.0009517754089909441,0.0
2016-12-22,0.006128417351435898,0.006128417351435898,0.0
2016-12-23,0.0012398097888615435,0.0012398097888615435,0.0
2016-12-27,-0.011705919094523938,-0.011705919094523938,0.0
2016-12-28,0.004473029740163559,0.004473029740163559,0.0
2016-12-29,0.0008039799240565117,0.0008039799240565117,0.0
2016-12-30,-0.0018616265194049313,-0.0018616265194049313,0.0
2017-01-03,0.007327302489759715,0.007327302489759715,0.0
2017-01-04,-0.0077473576031820614,-0.0077473576031820614,0.0
2017-01-05,-0.006395248129943666,-0.006395248129943666,0.0
2017-01-06,0.0042718361748166215,0.0042718361748166215,0.0
2017-01-09,0.00033869809912330084,0.00033869809912330084,0.0
2017-01-10,3.2368173803982666e-05,3.2368173803982666e-05,0.0
2017-01-11,0.002340105613219741,0.002340105613219741,0.0
2017-01-12,-0.003367858440916884,-0.003367858440916884,0.0
2017-01-13,-0.0017226012638774605,-0.0017226012638774605,0.0
2017-01-17,-0.010073769397910042,-0.010073769397910042,0.0
2017-01-18,0.0032659281768767597,0.0032659281768767597,0.0
2017-01-19,-0.0012653752596261656,-0.0012653752596261656,0.0
2017-01-20,-0.003380673436850338,-0.003380673436850338,0.0
2017-01-23,-0.0024437919201139666,-0.0024437919201139666,0.0
2017-01-24,0.003553269582155359,0.003553269582155359,0.0
2017-01-25,-0.00421772493558828,-0.00421772493558828,0.0
2017-01-26,0.003573673328187142,0.003573673328187142,0.0
2017-01-27,0.0039039302562195663,0.0039039302562195663,0.0
2017-01-30,0.0039708845710907156,0.0039708845710907156,0.0
2017-01-31,-0.0040814704367253965,-0.0040814704367253965,0.0
2017-02-01,-0.007256340168216373,-0.007256340168216373,0.0
2017-02-02,0.0026950813642052083,0.0026950813642052083,0.0
2017-02-03,0.001928519250751362,0.001928519250751362,0.0
2017-02-06,-0.0009337108348386208,-0.0009337108348386208,0.0
2017-02-07,-0.004741796894590093,-0.004741796894590093,0.0
2017-02-08,-0.0008839896321112637,-0.0008839896321112637,0.0
2017-02-09,0.0016930653347280722,0.0016930653347280722,0.0
2017-02-10,0.0010147763439519511,0.0010147763439519511,0.0
2017-02-13,0.0003774894744808389,0.0003774894744808389,0.0
2017-02-14,0.0021709297068059825,0.0021709297068059825,0.0
2017-02-15,-0.0005048971130903677,-0.0005048971130903677,0.0
2017-02-16,-0.0014286550277273365,-0.0014286550277273365,0.0
2017-02-17,0.0025051668110599216,0.0025051668110599216,0.0
2017-02-21,0.0018727659377383936,0.0018727659377383936,0.0
2017-02-22,-0.002588779390198877,-0.002588779390198877,0.0
2017-02-23,0.0008171510724697847,0.0008171510724697847,0.0
2017-02-24,0.0023157203734741755,0.0023157203734741755,0.0
2017-02-27,0.002172580745960442,0.002172580745960442,0.0
2017-02-28,-0.00302994969874761,-0.00302994969874761,0.0
2017-03-01,0.0016998441464592408,0.0016998441464592408,0.0
2017-03-02,-0.0022853523244542743,-0.0022853523244542743,0.0
2017-03-03,-0.0008213225306624073,-0.0008213225306624073,0.0
2017-03-06,-0.0006568302507826156,-0.0006568302507826156,0.0
2017-03-07,-0.003001521018336201,-0.003001521018336201,0.0
2017-03-08,-0.003391199060391357,-0.003391199060391357,0.0
2017-03-09,-0.002768412765891045,-0.002768412765891045,0.0
2017-03-10,-0.00109628279215178,-0.00109628279215178,0.0
2017-03-13,0.0031739001836934774,0.0031739001836934774,0.0
2017-03-14,-0.0018076296583760861,-0.0018076296583760861,0.0
2017-03-15,0.0038433377458857274,0.0038433377458857274,0.0
2017-03-16,-0.0038623137435912103,-0.0038623137435912103,0.0
2017-03-17,0.0001693306093174565,0.0001693306093174565,0.0
2017-03-20,0.001816809656105697,0.001816809656105697,0.0
2017-03-21,-0.007581069739051599,-0.007581069739051599,0.0
2017-03-22,0.0022785818854511187,0.0022785818854511187,0.0
2017-03-23,0.0013550587096317352,0.0013550587096317352,0.0
2017-03-24,0.0021538718157959632,0.0021538718157959632,0.0
2017-03-27,-0.002536422632594566,-0.002536422632594566,0.0
2017-03-28,0.0069189448562091945,0.0069189448562091945,0.0
2017-03-29,0.0030811692104585845,0.0030811692104585845,0.0
2017-03-30,0.005450578347862695,0.005450578347862695,0.0
2017-03-31,-0.0038902218261488565,-0.0038902218261488565,0.0
2017-04-03,-0.002562920972393148,-0.002562920972393148,0.0
2017-04-04,0.002128138895260969,0.002128138895260969,0.0
2017-04-05,0.0012516637115983587,0.0012516637115983587,0.0
2017-04-06,0.002612704435215764,0.002612704435215764,0.0
2017-04-07,0.0023642362975003217,0.0023642362975003217,0.0
2017-04-10,-0.0017731688409730506,-0.0017731688409730506,0.0
2017-04-11,0.000997051247312212,0.000997051247312212,0.0
2017-04-12,-0.0027895801375453764,-0.0027895801375453764,0.0
2017-04-13,0.0028577912682615676,0.0028577912682615676,0.0
2017-04-17,-0.00016799282470819112,-0.00016799282470819112,0.0
2017-04-18,-0.008944251653896514,-0.008944251653896514,0.0
2017-04-19,-0.00319307408681688,-0.00319307408681688,0.0
2017-04-20,0.002334199053859963,0.002334199053859963,0.0
2017-04-21,0.00035582291519833595,0.00035582291519833595,0.0
2017-04-24,-0.002737768707876754,-0.002737768707876754,0.0
2017-04-25,-0.003634916519498759,-0.003634916519498759,0.0
2017-04-26,0.0008903844521049148,0.0008903844521049148,0.0
2017-04-27,-0.003240302219857983,-0.003240302219857983,0.0
2017-04-28,0.00034599011948308273,0.00034599011948308273,0.0
2017-05-01,-0.004635165853136188,-0.004635165853136188,0.0
2017-05-02,0.0013281969574535073,0.0013281969574535073,0.0
2017-05-03,-0.00014688392847591366,-0.00014688392847591366,0.0
2017-05-04,-0.0009261484860515782,-0.0009261484860515782,0.0
2017-05-05,-0.0033447099014605624,-0.0033447099014605624,0.0
2017-05-08,0.004027095722388659,0.004027095722388659,0.0
2017-05-09,0.003167271239183683,0.003167271239183683,0.0
2017-05-10,-0.0004931914990351524,-0.0004931914990351524,0.0
2017-05-11,0.0032212127458626934,0.0032212127458626934,0.0
2017-05-12,-0.0009467594318323268,-0.0009467594318323268,0.0
2017-05-15,-0.000627357735430363,-0.000627357735430363,0.0
2017-05-16,-0.004631233826671949,-0.004631233826671949,0.0
2017-05-17,-0.004754502173125164,-0.004754502173125164,0.0
2017-05-18,0.0013955175336679314,0.0013955175336679314,0.0
2017-05-19,-0.006277236190444253,-0.006277236190444253,0.0
2017-05-22,-0.0003002281502186975,-0.0003002281502186975,0.0
2017-05-23,0.00266490504349324,0.00266490504349324,0.0
2017-05-24,-0.0020194014710275465,-0.0020194014710275465,0.0
2017-05-25,0.0013561572840905872,0.0013561572840905872,0.0
2017-05-26,0.0004139774233143774,0.0004139774233143774,0.0
2017-05-30,0.0005240330379413308,0.0005240330379413308,0.0
2017-05-31,-0.0011841912273213742,-0.0011841912273213742,0.0
2017-06-01,0.0013502298428492623,0.0013502298428492623,0.0
2017-06-02,0.001758959940697337,0.001758959940697337,0.0
2017-06-05,-0.001627160558838053,-0.001627160558838053,0.0
2017-06-06,-0.0026522200659797393,-0.0026522200659797393,0.0
2017-06-07,-0.0019065971733938987,-0.0019065971733938987,0.0
2017-06-08,-0.0005607957307040112,-0.0005607957307040112,0.0
2017-06-09,0.0016350488542745123,0.0016350488542745123,0.0
2017-06-12,0.004748926532471907,0.004748926532471907,0.0
2017-06-13,-0.006579650054595626,-0.006579650054595626,0.0
2017-06-14,0.00547401755191996,0.00547401755191996,0.0
2017-06-15,-0.0030501724295819883,-0.0030501724295819883,0.0
2017-06-16,-0.00565404042521635,-0.00565404042521635,0.0
2017-06-19,0.0053433548706186395,0.0053433548706186395,0.0
2017-06-20,0.004134652404972586,0.004134652404972586,0.0
2017-06-21,0.004440342956341841,0.004440342956341841,0.0
2017-06-22,0.0025817163761355545,0.0025817163761355545,0.0
2017-06-23,0.0025290524807734154,0.0025290524807734154,0.0
2017-06-26,-0.00033200812595298,-0.00033200812595298,0.0
2017-06-27,-0.006939061015121803,-0.006939061015121803,0.0
2017-06-28,-0.005333512526906659,-0.005333512526906659,0.0
2017-06-29,-0.010139640973991781,-0.010139640973991781,0.0
2017-06-30,-0.014851464622666434,-0.014851464622666434,0.0
2017-07-03,-0.009362390076821471,-0.009362390076821471,0.0
2017-07-05,-0.003311490545429084,-0.003311490545429084,0.0
2017-07-06,0.002879263745011254,0.002879263745011254,0.0
2017-07-07,0.0011757257447138018,0.0011757257447138018,0.0
2017-07-10,-0.0012326495527366903,-0.0012326495527366903,0.0
2017-07-11,0.0008488110679671439,0.0008488110679671439,0.0
2017-07-12,-0.0012212022951538408,-0.0012212022951538408,0.0
2017-07-13,0.003588863122557746,0.003588863122557746,0.0
2017-07-14,0.0007903886676451917,0.0007903886676451917,0.0
2017-07-17,0.0024589460843355312,0.0024589460843355312,0.0
2017-07-18,0.0013688727541876493,0.0013688727541876493,0.0
2017-07-19,-0.001318627278001396,-0.001318627278001396,0.0
2017-07-20,0.0006980549387696765,0.0006980549387696765,0.0
2017-07-21,-0.0011600696174893764,-0.0011600696174893764,0.0
2017-07-24,0.001457049365198272,0.001457049365198272,0.0
2017-07-25,0.008296665922504822,0.008296665922504822,0.0
2017-07-26,0.0004252343236607803,0.0004252343236607803,0.0
2017-07-27,-0.0017862706377043988,-0.0017862706377043988,0.0
2017-07-28,-0.0031269593694666043,-0.0031269593694666043,0.0
2017-07-31,0.0013514207178734437,0.0013514207178734437,0.0
2017-08-01,0.0016242670031538457,0.0016242670031538457,0.0
2017-08-02,0.0024083645874066503,0.0024083645874066503,0.0
2017-08-03,-0.004442603099470471,-0.004442603099470471,0.0
2017-08-04,0.00511562987166759,0.00511562987166759,0.0
2017-08-07,0.00047818993311620395,0.00047818993311620395,0.0
2017-08-08,-0.0037288877399655612,-0.0037288877399655612,0.0
2017-08-09,-0.006336089783721246,-0.006336089783721246,0.0
2017-08-10,-0.00970914616027993,-0.00970914616027993,0.0
2017-08-11,0.00025341095357694904,0.00025341095357694904,0.0
2017-08-14,0.0049358789534416254,0.0049358789534416254,0.0
2017-08-15,0.004726943985264145,0.004726943985264145,0.0
2017-08-16,-0.001167945612864069,-0.001167945612864069,0.0
2017-08-17,-0.007792753547334195,-0.007792753547334195,0.0
2017-08-18,0.001463359118542905,0.001463359118542905,0.0
2017-08-21,-2.0630653214162987e-05,-2.0630653214162987e-05,0.0
2017-08-22,0.003890190920694745,0.003890190920694745,0.0
2017-08-23,-0.0027452427595396466,-0.0027452427595396466,0.0
2017-08-24,0.0038088507867348547,0.0038088507867348547,0.0
2017-08-25,-0.0003985929542812655,-0.0003985929542812655,0.0
2017-08-28,-0.003657286739697211,-0.003657286739697211,0.0
2017-08-29,-0.00014755303640560875,-0.00014755303640560875,0.0
2017-08-30,0.0020419132431016497,0.0020419132431016497,0.0
2017-08-31,-0.0007306697389435643,-0.0007306697389435643,0.0
2017-09-01,0.0019103256476082006,0.0019103256476082006,0.0
2017-09-05,-0.0069054504989855495,-0.0069054504989855495,0.0
2017-09-06,0.0035243330019900676,0.0035243330019900676,0.0
2017-09-07,-0.004389947862163535,-0.004389947862163535,0.0
2017-09-08,0.0004445650380069852,0.0004445650380069852,0.0
2017-09-11,0.008315898845565417,0.008315898845565417,0.0
2017-09-12,5.744877020466988e-05,5.744877020466988e-05,0.0
2017-09-13,0.0013486996371297564,0.0013486996371297564,0.0
2017-09-14,-0.0017697389102431893,-0.0017697389102431893,0.0
2017-09-15,0.0025211781538895745,0.0025211781538895745,0.0
2017-09-18,0.0027714809325720927,0.0027714809325720927,0.0
2017-09-19,0.0014592543909498256,0.0014592543909498256,0.0
2017-09-20,0.0018926256953480745,0.0018926256953480745,0.0
2017-09-21,0.0043552084426297655,0.0043552084426297655,0.0
2017-09-22,-0.0016003924669573842,-0.0016003924669573842,0.0
2017-09-25,-0.005192744118285571,-0.005192744118285571,0.0
2017-09-26,0.003281132880591413,0.003281132880591413,0.0
2017-09-27,0.004178926980788936,0.004178926980788936,0.0
2017-09-28,0.000886649817012439,0.000886649817012439,0.0
2017-09-29,0.0024512138693143317,0.0024512138693143317,0.0
2017-10-02,0.003438389722966696,0.003438389722966696,0.0
2017-10-03,0.0003739617509163121,0.0003739617509163121,0.0
2017-10-04,0.0015570513045331524,0.0015570513045331524,0.0
2017-10-05,-0.0009658200050550083,-0.0009658200050550083,0.0
2017-10-06,-0.0023785492261055655,-0.0023785492261055655,0.0
2017-10-09,0.0017143994111395462,0.0017143994111395462,0.0
2017-10-10,-0.0024418852035482785,-0.0024418852035482785,0.0
2017-10-11,-0.00042945419977483276,-0.00042945419977483276,0.0
2017-10-12,-0.0019691740778860585,-0.0019691740778860585,0.0
2017-10-13,-0.0066171211101473185,-0.0066171211101473185,0.0
2017-10-16,0.005018688770751136,0.005018688770751136,0.0
2017-10-17,0.0034306939149350985,0.0034306939149350985,0.0
2017-10-18,0.004553090157874189,0.004553090157874189,0.0
2017-10-19,-0.005065903257242125,-0.005065903257242125,0.0
2017-10-20,0.007315271445903357,0.007315271445903357,0.0
2017-10-23,-0.005870573503228489,-0.005870573503228489,0.0
2017-10-24,0.0008407609229823553,0.0008407609229823553,0.0
2017-10-25,0.0010876292309519658,0.0010876292309519658,0.0
2017-10-26,0.002386670689133219,0.002386670689133219,0.0
2017-10-27,0.0009591061778135824,0.0009591061778135824,0.0
2017-10-30,-0.002380996626788359,-0.002380996626788359,0.0
2017-10-31,0.0034598213315152043,0.0034598213315152043,0.0
2017-11-01,-0.0027875602756730613,-0.0027875602756730613,0.0
2017-11-02,-0.0035976730183321427,-0.0035976730183321427,0.0
2017-11-03,0.0005891938806327142,0.0005891938806327142,0.0
2017-11-06,-0.005875579178337121,-0.005875579178337121,0.0
2017-11-07,-0.0019266922838457917,-0.0019266922838457917,0.0
2017-11-08,-0.0002623655794927422,-0.0002623655794927422,0.0
2017-11-09,-0.0015238851217274439,-0.0015238851217274439,0.0
2017-11-10,-0.0005216481089847088,-0.0005216481089847088,0.0
2017-11-13,0.0034102910101924087,0.0034102910101924087,0.0
2017-11-14,0.0035175801768763536,0.0035175801768763536,0.0
2017-11-15,0.0006380582027375311,0.0006380582027375311,0.0
2017-11-16,0.006130910674077981,0.006130910674077981,0.0
2017-11-17,-0.00852674183514796,-0.00852674183514796,0.0
2017-11-20,0.007057095807776855,0.007057095807776855,0.0
2017-11-21,0.0014462649595836314,0.0014462649595836314,0.0
2017-11-22,-0.001790653619260474,-0.001790653619260474,0.0
2017-11-24,0.008826959534807582,0.008826959534807582,0.0
2017-11-27,-0.0037362529697994905,-0.0037362529697994905,0.0
2017-11-28,0.0018543912675952293,0.0018543912675952293,0.0
2017-11-29,-0.005141670295726545,-0.005141670295726545,0.0
2017-11-30,0.009495307882448721,0.009495307882448721,0.0
2017-12-01,-0.0032586684761426064,-0.0032586684761426064,0.0
2017-12-04,0.008059378564050427,0.008059378564050427,0.0
2017-12-05,-0.0004199307813683615,-0.0004199307813683615,0.0
2017-12-06,0.008120632696918378,0.008120632696918378,0.0
2017-12-07,0.0048813541448620755,0.0048813541448620755,0.0
2017-12-08,0.00045357490767527716,0.00045357490767527716,0.0
2017-12-11,0.00443864859447088,0.00443864859447088,0.0
2017-12-12,0.006083620973454189,0.006083620973454189,0.0
2017-12-13,0.0006098822952716682,0.0006098822952716682,0.0
2017-12-14,-0.0019781588662612973,-0.0019781588662612973,0.0
2017-12-15,0.002417550198999869,0.002417550198999869,0.0
2017-12-18,-0.0015915290593217048,-0.0015915290593217048,0.0
2017-12-19,-0.0019084738533775064,-0.0019084738533775064,0.0
2017-12-20,-0.00033633040222525226,-0.00033633040222525226,0.0
2017-12-21,-0.0006435258232008985,-0.0006435258232008985,0.0
2017-12-22,0.0014697127591036061,0.0014697127591036061,0.0
2017-12-26,-0.0027870865207633676,-0.0027870865207633676,0.0
2017-12-27,-0.0017437268770733455,-0.0017437268770733455,0.0
2017-12-28,-0.004100222979795108,-0.004100222979795108,0.0
2017-12-29,0.00032691131886534243,0.00032691131886534243,0.0
2018-01-02,-0.007513609767888756,-0.007513609767888756,0.0
2018-01-03,-0.001156956856318403,-0.001156956856318403,0.0
2018-01-04,0.005562315640904828,0.005562315640904828,0.0
2018-01-05,0.004877087711696168,0.004877087711696168,0.0
2018-01-08,0.0033650132449625112,0.0033650132449625112,0.0
2018-01-09,-0.009706199135582712,-0.009706199135582712,0.0
2018-01-10,-0.001581152390259204,-0.001581152390259204,0.0
2018-01-11,0.001163418400065268,0.001163418400065268,0.0
2018-01-12,0.004581385793356685,0.004581385793356685,0.0
2018-01-16,0.004195399295908977,0.004195399295908977,0.0
2018-01-17,-0.007854180869032532,-0.007854180869032532,0.0
2018-01-18,0.0003792147112797917,0.0003792147112797917,0.0
2018-01-19,0.00040086720497353116,0.00040086720497353116,0.0
2018-01-22,6.529410580913937e-05,6.529410580913937e-05,0.0
2018-01-23,0.0006704130891822765,0.0006704130891822765,0.0
2018-01-24,-0.011877149759868172,-0.011877149759868172,0.0
2018-01-25,0.0031637187312613915,0.0031637187312613915,0.0
2018-01-26,-0.007701217227279235,-0.007701217227279235,0.0
2018-01-29,-0.005538950821690446,-0.005538950821690446,0.0
2018-01-30,-0.0048947211393125115,-0.0048947211393125115,0.0
2018-01-31,0.0067332051597761965,0.0067332051597761965,0.0
2018-02-01,-0.0012394052960539687,-0.0012394052960539687,0.0
2018-02-02,0.0011357563382219168,0.0011357563382219168,0.0
2018-02-05,-6.201413786163952e-05,-6.201413786163952e-05,0.0
2018-02-06,-0.0037554895964144845,-0.0037554895964144845,0.0
2018-02-07,-0.006248588874607698,-0.006248588874607698,0.0
2018-02-08,-0.005644473093243098,-0.005644473093243098,0.0
2018-02-09,0.0018325592351218544,0.0018325592351218544,0.0
2018-02-12,-0.004954758819853367,-0.004954758819853367,0.0
2018-02-13,-0.0007909477888863324,-0.0007909477888863324,0.0
2018-02-14,-0.0014168293313764784,-0.0014168293313764784,0.0
2018-02-15,-0.0002221225450500287,-0.0002221225450500287,0.0
2018-02-16,0.006432953154610086,0.006432953154610086,0.0
2018-02-20,0.0001367436345978794,0.0001367436345978794,0.0
2018-02-21,-0.002311290692215847,-0.002311290692215847,0.0
2018-02-22,-0.0036902921944024316,-0.0036902921944024316,0.0
2018-02-23,0.004167093304315227,0.004167093304315227,0.0
2018-02-26,-0.003460768476248526,-0.003460768476248526,0.0
2018-02-27,-0.0031956791373834092,-0.0031956791373834092,0.0
2018-02-28,-0.007923048458770496,-0.007923048458770496,0.0
2018-03-01,-0.014987777977517967,-0.014987777977517967,0.0
2018-03-02,0.0025866032461276268,0.0025866032461276268,0.0
2018-03-05,-0.0032651909005994286,-0.0032651909005994286,0.0
2018-03-06,0.002080590459965945,0.002080590459965945,0.0
2018-03-07,0.0014254285909302375,0.0014254285909302375,0.0
2018-03-08,-0.004414962692404071,-0.004414962692404071,0.0
2018-03-09,0.0029376188337958725,0.0029376188337958725,0.0
2018-03-12,0.000784879557240623,0.000784879557240623,0.0
2018-03-13,-0.0005841310816431532,-0.0005841310816431532,0.0
2018-03-14,0.001968831500691266,0.001968831500691266,0.0
2018-03-15,-0.000720222976846327,-0.000720222976846327,0.0
2018-03-16,0.001463223462483786,0.001463223462483786,0.0
2018-03-19,0.005452014234464168,0.005452014234464168,0.0
2018-03-20,-0.0029232269485005937,-0.0029232269485005937,0.0
2018-03-21,0.0048666943261931155,0.0048666943261931155,0.0
2018-03-22,-0.0011342487160277233,-0.0011342487160277233,0.0
2018-03-23,0.00043244467311628177,0.00043244467311628177,0.0
2018-03-26,0.004482017906940734,0.004482017906940734,0.0
2018-03-27,-0.0003966605386341335,-0.0003966605386341335,0.0
2018-03-28,-0.00260497156463671,-0.00260497156463671,0.0
2018-03-29,-0.002584225389605082,-0.002584225389605082,0.0
2018-04-02,0.0004017905644369021,0.0004017905644369021,0.0
2018-04-03,-0.00020425277821832386,-0.00020425277821832386,0.0
2018-04-04,0.0010039170110448296,0.0010039170110448296,0.0
2018-04-05,-0.0036203002849001307,-0.0036203002849001307,0.0
2018-04-06,0.0013469795815471005,0.0013469795815471005,0.0
2018-04-09,0.001860526993071159,0.001860526993071159,0.0
2018-04-10,0.004506083380113714,0.004506083380113714,0.0
2018-04-11,0.00023475528179234864,0.00023475528179234864,0.0
2018-04-12,-0.0012376032218525514,-0.0012376032218525514,0.0
2018-04-13,0.0008143279674941731,0.0008143279674941731,0.0
2018-04-16,0.0021291193920589396,0.0021291193920589396,0.0
2018-04-17,-0.0020103068287473584,-0.0020103068287473584,0.0
2018-04-18,0.0015224335419794317,0.0015224335419794317,0.0
2018-04-19,-0.003948239319977471,-0.003948239319977471,0.0
2018-04-20,-0.003518911979366814,-0.003518911979366814,0.0
2018-04-23,-0.0036055374873045967,-0.0036055374873045967,0.0
2018-04-24,-0.0006340237573290709,-0.0006340237573290709,0.0
2018-04-25,-0.004024426265469503,-0.004024426265469503,0.0
2018-04-26,-0.0020990052182679807,-0.0020990052182679807,0.0
2018-04-27,-0.0025521768838945285,-0.0025521768838945285,0.0
2018-04-30,-0.002481912738155148,-0.002481912738155148,0.0
2018-05-01,-0.006893878579332446,-0.006893878579332446,0.0
2018-05-02,-0.001555905679178491,-0.001555905679178491,0.0
2018-05-03,0.0028634526575330795,0.0028634526575330795,0.0
2018-05-04,0.0010285969100651447,0.0010285969100651447,0.0
2018-05-07,0.0003612261513000384,0.0003612261513000384,0.0
2018-05-08,-0.00393208734765326,-0.00393208734765326,0.0
2018-05-09,0.0018325054434770345,0.0018325054434770345,0.0
2018-05-10,0.004142847318322357,0.004142847318322357,0.0
2018-05-11,0.0007191905355897219,0.0007191905355897219,0.0
2018-05-14,-0.0008614290306852633,-0.0008614290306852633,0.0
2018-05-15,-0.005671718407457128,-0.005671718407457128,0.0
2018-05-16,0.0013802482204753538,0.0013802482204753538,0.0
2018-05-17,-0.0012522643632844187,-0.0012522643632844187,0.0
2018-05-18,-0.0043012419177197,-0.0043012419177197,0.0
2018-05-21,0.0011186601084018045,0.0011186601084018045,0.0
2018-05-22,-0.0016246689042553205,-0.0016246689042553205,0.0
2018-05-23,-0.0039817518791778654,-0.0039817518791778654,0.0
2018-05-24,0.0018181395188122589,0.0018181395188122589,0.0
2018-05-25,-0.0073399824688501055,-0.0073399824688501055,0.0
2018-05-29,-0.006923493338993504,-0.006923493338993504,0.0
2018-05-30,0.008541606373099737,0.008541606373099737,0.0
2018-05-31,-0.001114060412648263,-0.001114060412648263,0.0
2018-06-01,-0.0014187453365354379,-0.0014187453365354379,0.0
2018-06-04,0.004673578385271875,0.004673578385271875,0.0
2018-06-05,0.0023137048110159525,0.0023137048110159525,0.0
2018-06-06,0.004840184140629832,0.004840184140629832,0.0
2018-06-07,-0.0026479416415091336,-0.0026479416415091336,0.0
2018-06-08,0.0015040515424638969,0.0015040515424638969,0.0
2018-06-11,-0.0014089061861443926,-0.0014089061861443926,0.0
2018-06-12,-0.0014541875902606056,-0.0014541875902606056,0.0
2018-06-13,0.0026753316821370473,0.0026753316821370473,0.0
2018-06-14,-0.009032425472667513,-0.009032425472667513,0.0
2018-06-15,-0.006064342167554243,-0.006064342167554243,0.0
2018-06-18,-0.0003857827718966617,-0.0003857827718966617,0.0
2018-06-19,-0.0060233539282254145,-0.0060233539282254145,0.0
